"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"snR70"	479.661584838352	0.451224428534828	0.316575208109595	37.0758700918329	1.70192587595949e-06	0.000143415469264001
"YBL016W"	208.256225370773	2.99887992088242	0.523753261525702	38.558533239772	8.73474323762003e-07	9.10354350765287e-05
"YBR068C"	90.2722524841377	0.798416331184138	0.639134567841931	39.3089811265572	6.22556841233103e-07	7.45478702651044e-05
"YBR071W"	249.609387165189	1.22091572532118	0.306774239337916	46.3456049369223	2.5266574994952e-08	5.46924169506116e-06
"YBR085C-A"	641.677062389324	0.86664592585152	0.351316558474874	39.5979056766731	5.46361069098491e-07	6.68460890627458e-05
"YCR018C"	78.0933113377078	2.55586709079255	0.651553264111893	32.2861142487183	1.43807383105023e-05	0.000729142299202763
"YDL234C"	443.742285612874	1.24115029304021	0.242348433339485	60.2472053808578	4.00943716716742e-11	2.82063904710228e-08
"YDR055W"	1466.11883346067	1.31977406865211	0.355056346463194	41.0296498950684	2.85698251683825e-07	4.06683699086342e-05
"YDR210W"	136.240895962969	1.25366569188557	0.314747592417423	34.9903484135662	4.32809702962193e-06	0.000293476266056774
"YDR216W"	637.4651987352	2.00772737338814	0.269936886048215	91.7323938518406	1.32266810524398e-17	7.44397609631311e-14
"YDR261C-D"	449.861206264529	1.96122223104541	0.454690738043238	33.2976356356751	9.18974778995224e-06	0.000502134956911176
"YDR342C"	221.689075826675	1.32220496484445	0.715292908220515	48.0564407617315	1.15132828984389e-08	2.70072865852844e-06
"YDR365W-B"	1070.16982474323	1.56392817803148	0.405661640824035	31.7914873716604	1.78899676108655e-05	0.000891015377999568
"YER103W"	419.652128502515	1.94932794851489	0.371881012356665	47.8611248674725	1.25956657979592e-08	2.83553628443657e-06
"YFR055W"	419.543581665465	0.999952189209113	0.312393034975632	60.8262287287843	3.05762441464194e-11	2.45833002937212e-08
"YGR032W"	3679.74139415184	2.69468576419728	0.63040944176109	45.280307405899	4.11673764944073e-08	7.72299983035081e-06
"YGR043C"	156.222823556093	1.60760535141679	0.451593775316047	49.8462014015254	5.04689856560019e-09	1.49494448037883e-06
"YGR144W"	127.674730616513	1.6437100052767	0.465536162787829	54.7552183183496	5.19416800730239e-10	2.80210666168058e-07
"YGR146C"	136.443948075332	0.709068345236702	0.407800341348785	32.5298364548603	1.29118766379838e-05	0.000660618561077937
"YGR250C"	676.282617667963	0.742938686286672	0.231031038608062	36.720000906078	1.99659973900077e-06	0.000162853091755019
"YHR030C"	692.597648364669	0.76201251415191	0.202103662501213	33.3379093046113	9.02704447883812e-06	0.000498080454185304
"YHR179W"	1559.04163251244	0.721544129622306	0.213114283414817	51.0737386538784	2.86262342282786e-09	8.95046923537511e-07
"YIL117C"	598.401255215942	1.86803988359309	0.320821309404707	89.2819131447087	4.27136622455911e-17	1.16726333236615e-13
"YJL034W"	5550.57720290211	1.34325292302527	0.20938770395942	67.371102026495	1.41312021437394e-12	1.5906081132993e-09
"YKL159C"	69.0090072805698	1.64034200635635	0.437619407068445	38.3941415148945	9.40650365158548e-07	9.62541864565874e-05
"YKL164C"	5691.82363988358	1.21576745571572	0.340883655457919	32.2224459891004	1.47910025812849e-05	0.000743247879709565
"YKL209C"	2261.01853134664	1.07119977528147	0.235024617769617	31.7397441629406	1.83028641738698e-05	0.000903583505004728
"YKL217W"	109.534681035586	1.86839375396065	0.652765533583098	34.3342801189066	5.79779439851531e-06	0.000362555409720491
"YKR091W"	182.292173179238	1.17487324563403	0.362923403355091	53.3546696818479	9.95327023171535e-10	4.00121463314957e-07
"YKR093W"	253.339224691765	1.92353356819484	0.67978072863206	34.2357155529245	6.05778065512915e-06	0.000374650434363372
"YLL039C"	2065.01710591568	1.29281527077061	0.268079130428696	39.1967603008169	6.54922869236267e-07	7.67897064179523e-05
"YLL051C"	809.127516219757	1.07869269969567	0.439541609394862	34.9972055999295	4.31487781516817e-06	0.000293476266056774
"YLR136C"	47.157809767748	1.25661574059179	0.58424730203876	37.5555616217395	1.37197876461464e-06	0.000128691608120853
"YLR142W"	568.209838538483	0.756772516865444	0.338491306465156	43.8224977350307	8.01603515732606e-08	1.25317349626197e-05
"YLR216C"	763.161242842557	0.975243678867983	0.254775394784368	35.2322823339613	3.88514991336116e-06	0.000269945971757983
"YLR414C"	1162.3502811964	1.47875828305415	0.368877406204031	54.620563203254	5.52962038368678e-10	2.80210666168058e-07
"YLR417W"	256.523834918097	1.08161263089425	0.288270011006438	35.7876588064854	3.03133199342232e-06	0.000226160809197043
"YMR008C"	1433.75170824204	0.955541824239181	0.546522639117444	34.6301428423804	5.08206286920989e-06	0.000332579649161782
"YMR011W"	2309.84056337962	1.26924801191461	0.654412126897981	37.5731649087151	1.36116369996286e-06	0.000128691608120853
"YMR122W-A"	2679.98556875593	0.923395981946964	0.280906257349285	44.9341185520526	4.82342333606729e-08	8.25305223835191e-06
"YNL192W"	1912.51740339755	1.29405593458239	0.318214634231394	36.8041285557412	1.92266256017281e-06	0.000159128601303714
"YNL279W"	65.1364944965884	4.23241535032791	0.585005243673545	88.4949525881512	6.22208599342296e-17	1.16726333236615e-13
"YNR060W"	148.065010572711	0.927252042521253	0.512045662279145	45.3103802739108	4.06045086629543e-08	7.72299983035081e-06
"YNR064C"	34.8827898302299	0.443438736978714	0.913366980064976	33.6147310607773	7.98345098988445e-06	0.000463204764650203
"YOL104C"	227.14747343087	1.96810242390092	0.645842662173641	37.3705511851853	1.49094014050206e-06	0.000131005555887872
"YOR208W"	454.460465513773	0.833082399702296	0.204930308377993	33.8075228161798	7.32826254042047e-06	0.00042961939143215
"YOR298C-A"	1318.41332323148	1.22474125484533	0.281992086873443	33.9021770042204	7.02640250223137e-06	0.000424362488438357
"YOR306C"	245.809308554818	1.2354394223679	0.419024859827976	40.47660602248	3.6710310869459e-07	4.80478208310035e-05
"YOR328W"	520.950813970235	0.564608800682089	0.37174893705899	49.0687329105315	7.22346863058629e-09	1.84789461149726e-06
"YOR385W"	193.905131878035	1.47574886488835	0.327936489718675	33.0248594385968	1.03709727612271e-05	0.000550639950001757
"YPL016W"	617.680058561611	0.231421944070523	0.215835393289889	38.8556923997929	7.63920651773871e-07	8.43008907486931e-05
"YPL110C"	389.952052151904	0.820217032224566	0.220230149244626	36.3952243595961	2.30950376916522e-06	0.000178053249491258
"YPL111W"	324.298870938061	0.52774641641833	0.337954198502908	35.7709594778173	3.05405499271061e-06	0.000226160809197043
"YPR154W"	469.30001936654	1.38242959723214	0.27512527405841	63.8631239686584	7.36027044972565e-12	6.90393368184266e-09
